Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
9/13/2013,Fernando  Rowe (933),     Nestle Kit Kat Cone,100%,265.00000000,265,Ahmedabad_West
9/13/2013,Max  Rodgers (872),       Nestle Nobbly Bobbly,200%,237.00000000,474,Nagpur_West
9/14/2013,Cindy  Becker (526), Nestle Kit Kat Cone,100%,159.00000000,159,Bangalore_South
9/14/2013,Salvador  Bass (687),  Nestle Smarties Pop-Up,200%,453.00000000,906,Goa_West
9/14/2013,Don  Gonzales (818),       Nestle Milky Bar Stick,600%,383.00000000,2298,Mysore_South
9/14/2013,Sandra  Floyd (268),       Nestle Toffee Crumble,100%,368.00000000,368,Nainital_North
9/15/2013,Ruben  Nunez (639),   Nestle Fab,1100%,455.00000000,5005,Ahmedabad_West
9/15/2013,Max  Rodgers (620),        Nestle Milky Bar Stick,100%,341.00000000,341,Nagpur_West
9/16/2013,Colleen  Warren (195),      Nestle Kit Kat Cone,300%,409.00000000,1227,Ahmedabad_West
9/16/2013,Bobbie  Ryan (826),    Nestle Toffee Crumble,200%,314.00000000,628,Darjeeling_East
9/16/2013,Shari  Silva (319),     Nestle Milky Bar Stick,200%,103.00000000,206,Mysore_South
9/17/2013,Lorraine  Gibson (265),  Nestle Milky Bar Stick,200%,415.00000000,830,Kolkata_East
9/17/2013,Marion  Glover (167),        Nestle Rowntree Fruit Pastil,300%,350.00000000,1050,Durgapur_East
9/17/2013,Ruben  Nunez (979),    Nestle Toffee Crumble,100%,387.00000000,387,Ahmedabad_West
9/17/2013,Bobbie  Ryan (343),     Nestle Milky Bar Stick,200%,368.00000000,736,Darjeeling_East
9/17/2013,Robert  Munoz (403), Nestle Milky Bar Stick,2100%,352.00000000,7392,Delhi_North
9/17/2013,Tracy  Reed (251),        Nestle Nobbly Bobbly,100%,126.00000000,126,Agra_North
9/18/2013,Kyle  Carr (787),     Nestle Maxibon Cookie,2000%,188.00000000,3760,Delhi_North
9/18/2013,Drew  Rogers (207),        Nestle Aero Mint Potz,200%,354.00000000,708,Delhi_North
9/18/2013,Felicia  Jennings (670),       Nestle Aero Mint Potz,200%,322.00000000,644,Pune_West
9/19/2013,Bernadette  Page (586),      Nestle Rowntree Fruit Pastil,100%,445.00000000,445,Delhi_North
9/19/2013,Sandra  Floyd (1000),       Nestle Fab,300%,301.00000000,903,Nainital_North
9/19/2013,Marian  Hill (484), Nestle Smarties Pop-Up,2400%,342.00000000,8208,Trivandrum_South
9/19/2013,Della  Jensen (308),      Nestle Rolo Potz,100%,219.00000000,219,Patna_East
9/19/2013,Bernadette  Page (410),     Nestle Fab,200%,463.00000000,926,Delhi_North
9/19/2013,Donna  Reid (564),  Nestle Rowntree Fruit Pastil,200%,323.00000000,646,Goa_West
9/19/2013,Carla  Mccormick (895),  Nestle Aero Mint Potz,1200%,218.00000000,2616,Varanasi_North
9/20/2013,Arturo  Francis (580),     Nestle Maxibon Cookie,100%,304.00000000,304,Ranchi_East
9/20/2013,Rachel  Gomez (194),  Nestle Toffee Crumble,200%,322.00000000,644,Delhi_North
9/21/2013,Shari  Silva (180),  Nestle Rolo Potz,200%,150.00000000,300,Mysore_South
9/21/2013,Cassandra  Franklin (135),       Nestle Aero Mint Potz,300%,133.00000000,399,Delhi_North
9/21/2013,Paulette  Spencer (120),  Nestle Fab,200%,229.00000000,458,Hyderabad_South
9/21/2013,Ernest  Davis (416),   Nestle Maxibon Cookie,200%,412.00000000,824,Mumbai_West
9/21/2013,Tiffany  May (584),   Nestle Toffee Crumble,300%,217.00000000,651,Agra_North
9/21/2013,Salvador  Bass (546),  Nestle Smarties Pop-Up,100%,162.00000000,162,Goa_West
9/22/2013,Isabel  Cross (323),     Nestle Rowntree Screamers,100%,428.00000000,428,Ranchi_East
9/23/2013,Robert  Munoz (733),   Nestle Toffee Crumble,100%,454.00000000,454,Delhi_North
9/23/2013,Robert  Munoz (399),        Nestle Aero Mint Potz,100%,388.00000000,388,Delhi_North
9/23/2013,Mable  Lindsey (892), Nestle Rowntree Fruit Pastil,100%,216.00000000,216,Ahmedabad_West
9/24/2013,Lynette  Brewer (792),       Nestle Fab,100%,335.00000000,335,Varanasi_North
9/25/2013,Lorraine  Gibson (277),      Nestle Maxibon Cookie,300%,271.00000000,813,Kolkata_East
9/25/2013,Christy  Olson (505),   Nestle Aero Mint Potz,300%,113.00000000,339,Surat_West
9/25/2013,Herman  Williams (742),     Nestle Kit Kat Cone,1800%,252.00000000,4536,Darjeeling_East
9/25/2013,Charlie  Wood (272),        Nestle Smarties Pop-Up,200%,193.00000000,386,Agra_North
9/25/2013,Charlie  Wood (167),    Nestle Maxibon Cookie,200%,298.00000000,596,Agra_North
9/25/2013,Marian  Hill (584),        Nestle Rowntree Screamers,200%,426.00000000,852,Trivandrum_South
9/26/2013,Arturo  Francis (136),  Nestle Milky Bar Stick,100%,423.00000000,423,Ranchi_East
9/26/2013,Donna  Reid (174), Nestle Rowntree Screamers,100%,362.00000000,362,Goa_West
9/26/2013,Trevor  Jones (200),      Nestle Fab,100%,211.00000000,211,Pune_West
9/26/2013,Lula  Daniels (579),    Nestle Smarties Pop-Up,300%,465.00000000,1395,Nainital_North
9/27/2013,Isabel  Cross (281),     Nestle Smarties Pop-Up,100%,453.00000000,453,Ranchi_East
9/27/2013,Peter  Hodges (166),      Nestle Milky Bar Stick,100%,257.00000000,257,Shimla_North
9/27/2013,Felicia  Jennings (175),   Nestle Smarties Pop-Up,200%,384.00000000,768,Pune_West
9/28/2013,Cassandra  Franklin (957),     Nestle Nobbly Bobbly,100%,309.00000000,309,Delhi_North
9/28/2013,Lorraine  Gibson (424), Nestle Aero Mint Potz,300%,262.00000000,786,Kolkata_East
9/28/2013,Shari  Silva (998),      Nestle Milky Bar Stick,300%,382.00000000,1146,Mysore_South
9/28/2013,Andrew  Meyer (861),       Nestle Smarties Pop-Up,400%,500.00000000,2000,Mumbai_West
9/28/2013,Andrew  Meyer (301),        Nestle Smarties Pop-Up,100%,393.00000000,393,Mumbai_West
9/28/2013,Herman  Williams (507),   Nestle Milky Bar Stick,300%,429.00000000,1287,Darjeeling_East
9/28/2013,Lula  Daniels (827),      Nestle Smarties Pop-Up,300%,318.00000000,954,Nainital_North
9/28/2013,Willie  Vega (388),   Nestle Fab,200%,224.00000000,448,Delhi_North
9/29/2013,Sylvester  Morales (326),       Nestle Toffee Crumble,200%,411.00000000,822,Mumbai_West
9/29/2013,Robert  Munoz (840),   Nestle Maxibon Cookie,1300%,224.00000000,2912,Delhi_North
9/30/2013,Cecilia  Manning (848),       Nestle Smarties Pop-Up,300%,177.00000000,531,Trivandrum_South
9/30/2013,Shari  Silva (779),   Nestle Smarties Pop-Up,200%,153.00000000,306,Mysore_South
9/30/2013,Max  Rodgers (846),        Nestle Fab,200%,227.00000000,454,Nagpur_West
9/30/2013,Sylvester  Morales (256),    Nestle Rowntree Fruit Pastil,200%,483.00000000,966,Mumbai_West
9/30/2013,Peter  Hodges (292),       Nestle Rolo Potz,300%,118.00000000,354,Shimla_North
9/30/2013,Guillermo  Potter (399),        Nestle Maxibon Cookie,300%,453.00000000,1359,Nainital_North
10/1/2013,Bobbie  Ryan (497),      Nestle Smarties Pop-Up,500%,492.00000000,2460,Darjeeling_East
10/2/2013,Allan  Ramos (449),      Nestle Rolo Potz,100%,406.00000000,406,Jodhpur_North
10/2/2013,Robert  Munoz (232),    Nestle Fab,200%,122.00000000,244,Delhi_North
10/2/2013,Shari  Silva (159), Nestle Milky Bar Stick,200%,133.00000000,266,Mysore_South
10/2/2013,Donna  Reid (476),  Nestle Milky Bar Stick,2200%,483.00000000,10626,Goa_West
10/2/2013,Kyle  Carr (534),  Nestle Toffee Crumble,200%,437.00000000,874,Delhi_North
10/2/2013,Donna  Reid (155),      Nestle Kit Kat Cone,100%,394.00000000,394,Goa_West
10/3/2013,Cassandra  Franklin (386),     Nestle Rowntree Fruit Pastil,200%,134.00000000,268,Delhi_North
10/4/2013,Trevor  Jones (669), Nestle Smarties Pop-Up,300%,110.00000000,330,Pune_West
10/5/2013,Christy  Olson (604),      Nestle Rolo Potz,200%,416.00000000,832,Surat_West
10/5/2013,Paulette  Spencer (995),   Nestle Toffee Crumble,300%,342.00000000,1026,Hyderabad_South
10/5/2013,Shari  Silva (536),     Nestle Milky Bar Stick,1500%,262.00000000,3930,Mysore_South
10/5/2013,Elbert  Klein (765),       Nestle Smarties Pop-Up,100%,131.00000000,131,Cochin_South
10/5/2013,Iris  Underwood (979),     Nestle Aero Mint Potz,200%,420.00000000,840,Pune_West
10/6/2013,Andrew  Meyer (409),     Nestle Aero Mint Potz,300%,465.00000000,1395,Mumbai_West
10/6/2013,Kyle  Carr (164),       Nestle Aero Mint Potz,100%,219.00000000,219,Delhi_North
10/6/2013,Patty  Thompson (437),       Nestle Maxibon Cookie,300%,496.00000000,1488,Mumbai_West
10/6/2013,Bethany  Pena (814),   Nestle Milky Bar Stick,200%,460.00000000,920,Nagpur_West
10/6/2013,Carla  Mccormick (425),   Nestle Milky Bar Stick,200%,102.00000000,204,Varanasi_North
10/7/2013,Edwin  Malone (719),       Nestle Smarties Pop-Up,300%,272.00000000,816,Kolkata_East
10/7/2013,Ivan  Adkins (231),       Nestle Rowntree Fruit Pastil,200%,225.00000000,450,Mumbai_West
10/7/2013,Elaine  Ellis (158),     Nestle Maxibon Cookie,100%,457.00000000,457,Hyderabad_South
10/8/2013,Rachel  Gomez (581),  Nestle Milky Bar Stick,100%,476.00000000,476,Delhi_North
10/8/2013,Cindy  Becker (407),       Nestle Milky Bar Stick,1000%,465.00000000,4650,Bangalore_South
10/8/2013,Bobbie  Ryan (169),    Nestle Nobbly Bobbly,300%,406.00000000,1218,Darjeeling_East
10/8/2013,Cassandra  Franklin (600),   Nestle Milky Bar Stick,300%,185.00000000,555,Delhi_North
10/8/2013,Fernando  Rowe (255),   Nestle Milky Bar Stick,100%,320.00000000,320,Ahmedabad_West
10/8/2013,Della  Jensen (390),  Nestle Nobbly Bobbly,200%,135.00000000,270,Patna_East
10/8/2013,Salvador  Bass (499),      Nestle Toffee Crumble,100%,314.00000000,314,Goa_West
10/8/2013,Charlie  Wood (210),    Nestle Smarties Pop-Up,200%,191.00000000,382,Agra_North
10/9/2013,Eddie  Green (452),       Nestle Toffee Crumble,2500%,103.00000000,2575,Durgapur_East
10/9/2013,Rachel  Gomez (621),       Nestle Fab,300%,299.00000000,897,Delhi_North
10/10/2013,Donna  Reid (728),    Nestle Milky Bar Stick,200%,360.00000000,720,Goa_West
10/10/2013,Isabel  Cross (667), Nestle Aero Mint Potz,100%,121.00000000,121,Ranchi_East
10/10/2013,Brooke  Horton (680),     Nestle Rolo Potz,300%,493.00000000,1479,Nainital_North
10/10/2013,Johanna  Boone (148),   Nestle Rowntree Fruit Pastil,300%,208.00000000,624,Mysore_South
10/11/2013,Beth  Tucker (527),    Nestle Fab,100%,357.00000000,357,Pune_West
10/11/2013,Eddie  Green (179),    Nestle Toffee Crumble,300%,157.00000000,471,Durgapur_East
10/11/2013,Mable  Lindsey (479),    Nestle Aero Mint Potz,200%,384.00000000,768,Ahmedabad_West
10/11/2013,Lorraine  Gibson (314),  Nestle Rowntree Fruit Pastil,200%,294.00000000,588,Kolkata_East
10/12/2013,Eric  Rose (281),        Nestle Smarties Pop-Up,300%,374.00000000,1122,Mumbai_West
10/12/2013,Max  Rodgers (603),  Nestle Smarties Pop-Up,300%,240.00000000,720,Nagpur_West
10/12/2013,Paulette  Spencer (554),     Nestle Nobbly Bobbly,100%,255.00000000,255,Hyderabad_South
10/12/2013,Della  Jensen (248),     Nestle Smarties Pop-Up,1200%,493.00000000,5916,Patna_East
10/13/2013,Blake  Bridges (914),  Nestle Aero Mint Potz,100%,187.00000000,187,Cochin_South
10/13/2013,Blake  Bridges (491),     Nestle Smarties Pop-Up,200%,349.00000000,698,Cochin_South
10/13/2013,Della  Jensen (433),       Nestle Smarties Pop-Up,200%,317.00000000,634,Patna_East
10/13/2013,Iris  Underwood (831),       Nestle Kit Kat Cone,300%,130.00000000,390,Pune_West
10/13/2013,Jenny  Garcia (820),        Nestle Fab,100%,314.00000000,314,Shimla_North
10/13/2013,Austin  Reynolds (781),      Nestle Toffee Crumble,100%,212.00000000,212,Kolkata_East
10/14/2013,Rachel  Gomez (492),    Nestle Kit Kat Cone,100%,259.00000000,259,Delhi_North
10/14/2013,Charlie  Wood (407),  Nestle Toffee Crumble,200%,412.00000000,824,Agra_North
10/14/2013,Marion  Glover (714),    Nestle Fab,100%,294.00000000,294,Durgapur_East
10/15/2013,Ivan  Adkins (171),      Nestle Milky Bar Stick,100%,424.00000000,424,Mumbai_West
10/15/2013,Eric  Rose (659),        Nestle Milky Bar Stick,100%,290.00000000,290,Mumbai_West
10/15/2013,Kyle  Carr (668), Nestle Milky Bar Stick,300%,244.00000000,732,Delhi_North
10/15/2013,Rachel  Gomez (988),     Nestle Aero Mint Potz,300%,498.00000000,1494,Delhi_North
10/16/2013,Jenny  Garcia (310),      Nestle Fab,200%,253.00000000,506,Shimla_North
10/16/2013,Robert  Munoz (660),  Nestle Kit Kat Cone,300%,165.00000000,495,Delhi_North
10/16/2013,Tracy  Reed (796),        Nestle Toffee Crumble,100%,353.00000000,353,Agra_North
10/16/2013,Ben  Perez (579), Nestle Rolo Potz,100%,313.00000000,313,Goa_West
10/17/2013,Drew  Rogers (718), Nestle Toffee Crumble,700%,368.00000000,2576,Delhi_North
10/17/2013,Max  Rodgers (377),  Nestle Rolo Potz,1500%,310.00000000,4650,Nagpur_West
10/17/2013,Lance  Yates (231),       Nestle Rowntree Fruit Pastil,400%,281.00000000,1124,Srinagar_North
10/17/2013,Della  Jensen (687),     Nestle Kit Kat Cone,300%,135.00000000,405,Patna_East
10/17/2013,Cindy  Becker (769),     Nestle Toffee Crumble,200%,374.00000000,748,Bangalore_South
10/17/2013,Edwin  Malone (120),   Nestle Milky Bar Stick,200%,497.00000000,994,Kolkata_East
10/18/2013,Ruben  Nunez (209),       Nestle Toffee Crumble,300%,354.00000000,1062,Ahmedabad_West
10/18/2013,Donna  Reid (897),     Nestle Milky Bar Stick,100%,131.00000000,131,Goa_West
10/19/2013,Isabel  Cross (485),    Nestle Fab,100%,404.00000000,404,Ranchi_East
10/19/2013,Isabel  Cross (972),    Nestle Toffee Crumble,300%,275.00000000,825,Ranchi_East
10/19/2013,Sonya  Mullins (372), Nestle Kit Kat Cone,200%,432.00000000,864,Kolkata_East
10/19/2013,Mable  Lindsey (711),        Nestle Rolo Potz,300%,144.00000000,432,Ahmedabad_West
10/20/2013,Tracy  Reed (209),    Nestle Milky Bar Stick,200%,271.00000000,542,Agra_North
10/20/2013,Isabel  Cross (239),       Nestle Kit Kat Cone,300%,180.00000000,540,Ranchi_East
10/20/2013,Ruben  Nunez (752), Nestle Smarties Pop-Up,2300%,467.00000000,10741,Ahmedabad_West
10/21/2013,Andrew  Meyer (861),  Nestle Milky Bar Stick,200%,455.00000000,910,Mumbai_West
10/21/2013,Max  Rodgers (695),     Nestle Rolo Potz,100%,155.00000000,155,Nagpur_West
10/22/2013,Allan  Ramos (591), Nestle Kit Kat Cone,200%,489.00000000,978,Jodhpur_North
10/22/2013,Jenny  Garcia (244),       Nestle Kit Kat Cone,300%,452.00000000,1356,Shimla_North
10/22/2013,Christy  Olson (284),   Nestle Milky Bar Stick,100%,251.00000000,251,Surat_West
10/22/2013,Rachel  Gomez (454),       Nestle Aero Mint Potz,200%,365.00000000,730,Delhi_North
10/22/2013,Jenny  Garcia (131),    Nestle Rolo Potz,200%,122.00000000,244,Shimla_North
10/22/2013,Lula  Daniels (997),    Nestle Smarties Pop-Up,800%,208.00000000,1664,Nainital_North
10/23/2013,Isabel  Cross (264),        Nestle Kit Kat Cone,400%,444.00000000,1776,Ranchi_East
10/23/2013,Ernest  Davis (839),        Nestle Aero Mint Potz,200%,312.00000000,624,Mumbai_West
10/23/2013,Allan  Ramos (409),      Nestle Smarties Pop-Up,200%,340.00000000,680,Jodhpur_North
10/24/2013,Herman  Williams (207), Nestle Rowntree Fruit Pastil,300%,313.00000000,939,Darjeeling_East
10/24/2013,Cassandra  Franklin (825),       Nestle Rowntree Fruit Pastil,300%,450.00000000,1350,Delhi_North
10/24/2013,Christina  Fuller (554), Nestle Rolo Potz,300%,222.00000000,666,Nagpur_West
10/25/2013,Ben  Perez (904),     Nestle Rolo Potz,2100%,129.00000000,2709,Goa_West
10/25/2013,Johanna  Boone (269),        Nestle Kit Kat Cone,900%,379.00000000,3411,Mysore_South
10/25/2013,Sylvester  Morales (911),  Nestle Aero Mint Potz,100%,109.00000000,109,Mumbai_West
10/25/2013,Dan  Peterson (753),       Nestle Aero Mint Potz,200%,162.00000000,324,Shimla_North
10/25/2013,Christina  Fuller (163),     Nestle Aero Mint Potz,300%,289.00000000,867,Nagpur_West
10/25/2013,Colleen  Warren (254), Nestle Fab,100%,220.00000000,220,Ahmedabad_West
10/25/2013,Mable  Lindsey (555),       Nestle Fab,300%,247.00000000,741,Ahmedabad_West
10/26/2013,Isabel  Cross (469),    Nestle Toffee Crumble,200%,269.00000000,538,Ranchi_East
10/26/2013,Ernest  Davis (152),     Nestle Milky Bar Stick,100%,161.00000000,161,Mumbai_West
10/26/2013,Patty  Thompson (307), Nestle Aero Mint Potz,300%,333.00000000,999,Mumbai_West
10/26/2013,Kyle  Carr (113),      Nestle Maxibon Cookie,200%,195.00000000,390,Delhi_North
10/27/2013,Isabel  Cross (655),    Nestle Milky Bar Stick,200%,388.00000000,776,Ranchi_East
10/27/2013,Jenny  Garcia (128),        Nestle Fab,100%,363.00000000,363,Shimla_North
10/27/2013,Nellie  Joseph (779),  Nestle Rolo Potz,300%,345.00000000,1035,Patna_East
10/27/2013,Drew  Rogers (233),     Nestle Aero Mint Potz,200%,330.00000000,660,Delhi_North
10/27/2013,Ellen  Weaver (425),     Nestle Nobbly Bobbly,300%,131.00000000,393,Hyderabad_South
10/27/2013,Cindy  Becker (504),        Nestle Kit Kat Cone,300%,316.00000000,948,Bangalore_South
10/27/2013,Shari  Silva (393),   Nestle Aero Mint Potz,2300%,363.00000000,8349,Mysore_South
10/27/2013,Lula  Daniels (600),   Nestle Rowntree Fruit Pastil,100%,457.00000000,457,Nainital_North
10/27/2013,Peter  Hodges (476),   Nestle Kit Kat Cone,2100%,421.00000000,8841,Shimla_North
10/27/2013,Isabel  Cross (749),        Nestle Rowntree Fruit Pastil,100%,144.00000000,144,Ranchi_East
10/28/2013,Della  Jensen (579), Nestle Aero Mint Potz,2000%,143.00000000,2860,Patna_East
10/28/2013,Elbert  Klein (958),     Nestle Rowntree Screamers,100%,270.00000000,270,Cochin_South
10/28/2013,Eric  Rose (136),     Nestle Milky Bar Stick,100%,481.00000000,481,Mumbai_West
10/28/2013,Marion  Glover (942), Nestle Smarties Pop-Up,100%,200.00000000,200,Durgapur_East
10/28/2013,Sylvester  Morales (320),    Nestle Smarties Pop-Up,200%,369.00000000,738,Mumbai_West
10/28/2013,Kyle  Carr (887),    Nestle Smarties Pop-Up,1400%,219.00000000,3066,Delhi_North
10/28/2013,Isabel  Cross (307),       Nestle Smarties Pop-Up,200%,252.00000000,504,Ranchi_East
10/29/2013,Sylvester  Morales (779),     Nestle Maxibon Cookie,2200%,146.00000000,3212,Mumbai_West
10/29/2013,Austin  Reynolds (689),      Nestle Fab,200%,342.00000000,684,Kolkata_East
10/29/2013,Rachel  Gomez (996), Nestle Aero Mint Potz,200%,288.00000000,576,Delhi_North
10/29/2013,Edwin  Malone (247), Nestle Rowntree Screamers,300%,138.00000000,414,Kolkata_East
10/30/2013,Ernest  Davis (810),    Nestle Toffee Crumble,200%,448.00000000,896,Mumbai_West
10/31/2013,Beth  Tucker (779),     Nestle Kit Kat Cone,2400%,189.00000000,4536,Pune_West
10/31/2013,Della  Jensen (834),   Nestle Kit Kat Cone,100%,390.00000000,390,Patna_East
10/31/2013,Paulette  Spencer (582),   Nestle Toffee Crumble,300%,295.00000000,885,Hyderabad_South
10/31/2013,Max  Rodgers (491), Nestle Rolo Potz,300%,396.00000000,1188,Nagpur_West
10/31/2013,Ivan  Adkins (551),  Nestle Rolo Potz,200%,187.00000000,374,Mumbai_West
10/31/2013,Colleen  Warren (289), Nestle Toffee Crumble,300%,453.00000000,1359,Ahmedabad_West
11/1/2013,Elaine  Ellis (723),       Nestle Fab,200%,336.00000000,672,Hyderabad_South
11/1/2013,Marion  Glover (118),    Nestle Aero Mint Potz,300%,103.00000000,309,Durgapur_East
11/1/2013,Della  Jensen (220),     Nestle Aero Mint Potz,200%,162.00000000,324,Patna_East
11/1/2013,Eric  Rose (907),        Nestle Milky Bar Stick,100%,252.00000000,252,Mumbai_West
11/1/2013,Shari  Silva (237),    Nestle Smarties Pop-Up,200%,189.00000000,378,Mysore_South
11/1/2013,Cassandra  Franklin (582),    Nestle Aero Mint Potz,200%,267.00000000,534,Delhi_North
11/1/2013,Shari  Silva (406),       Nestle Toffee Crumble,100%,450.00000000,450,Mysore_South
11/1/2013,Patty  Thompson (661),      Nestle Milky Bar Stick,200%,455.00000000,910,Mumbai_West
11/1/2013,Iris  Underwood (214), Nestle Aero Mint Potz,100%,447.00000000,447,Pune_West
11/1/2013,Trevor  Jones (228), Nestle Milky Bar Stick,200%,288.00000000,576,Pune_West
11/1/2013,Andrew  Meyer (820),  Nestle Rowntree Fruit Pastil,200%,442.00000000,884,Mumbai_West
11/1/2013,Della  Jensen (551),        Nestle Rowntree Fruit Pastil,100%,153.00000000,153,Patna_East
11/1/2013,Sandra  Floyd (433),        Nestle Fab,300%,417.00000000,1251,Nainital_North
11/1/2013,Shari  Silva (413),      Nestle Kit Kat Cone,100%,375.00000000,375,Mysore_South
11/1/2013,Rachel  Gomez (560),       Nestle Milky Bar Stick,1400%,439.00000000,6146,Delhi_North
11/1/2013,Shari  Silva (667),  Nestle Rowntree Screamers,200%,298.00000000,596,Mysore_South
11/1/2013,Salvador  Bass (517),   Nestle Aero Mint Potz,200%,178.00000000,356,Goa_West
11/1/2013,Guillermo  Potter (110),       Nestle Toffee Crumble,200%,101.00000000,202,Nainital_North
11/1/2013,Ruben  Nunez (785),    Nestle Aero Mint Potz,200%,285.00000000,570,Ahmedabad_West
11/1/2013,Lance  Yates (427),    Nestle Rolo Potz,100%,431.00000000,431,Srinagar_North
11/1/2013,Salvador  Bass (130),     Nestle Smarties Pop-Up,400%,344.00000000,1376,Goa_West
11/1/2013,Lance  Yates (125),    Nestle Smarties Pop-Up,100%,182.00000000,182,Srinagar_North
11/1/2013,Della  Jensen (315), Nestle Smarties Pop-Up,100%,454.00000000,454,Patna_East
11/1/2013,Sandra  Floyd (447),     Nestle Milky Bar Stick,200%,134.00000000,268,Nainital_North
11/1/2013,Salvador  Bass (713),     Nestle Maxibon Cookie,300%,242.00000000,726,Goa_West
11/1/2013,Marian  Hill (841),   Nestle Aero Mint Potz,200%,492.00000000,984,Trivandrum_South
11/1/2013,Jaime  Pearson (683),  Nestle Fab,100%,384.00000000,384,Jodhpur_North
11/1/2013,Ivan  Adkins (676),      Nestle Aero Mint Potz,300%,164.00000000,492,Mumbai_West
11/1/2013,Ellen  Weaver (795),        Nestle Aero Mint Potz,2200%,141.00000000,3102,Hyderabad_South
11/1/2013,Allan  Ramos (312),     Nestle Smarties Pop-Up,300%,343.00000000,1029,Jodhpur_North
11/1/2013,Cindy  Becker (864),    Nestle Smarties Pop-Up,200%,150.00000000,300,Bangalore_South
11/1/2013,Blake  Bridges (237),      Nestle Milky Bar Stick,100%,473.00000000,473,Cochin_South
11/1/2013,Eddie  Green (485),    Nestle Smarties Pop-Up,100%,195.00000000,195,Durgapur_East
11/1/2013,Brooke  Horton (944),  Nestle Fab,200%,179.00000000,358,Nainital_North
11/1/2013,Peter  Hodges (336),       Nestle Fab,2000%,310.00000000,6200,Shimla_North
11/1/2013,Cassandra  Franklin (302), Nestle Fab,100%,350.00000000,350,Delhi_North
11/1/2013,Della  Jensen (560),      Nestle Fab,2400%,312.00000000,7488,Patna_East
11/1/2013,Robert  Munoz (393),       Nestle Aero Mint Potz,300%,145.00000000,435,Delhi_North
11/1/2013,Drew  Rogers (333),   Nestle Kit Kat Cone,200%,390.00000000,780,Delhi_North
11/1/2013,Blake  Bridges (286), Nestle Smarties Pop-Up,200%,134.00000000,268,Cochin_South
11/1/2013,Edwin  Malone (744),  Nestle Aero Mint Potz,100%,200.00000000,200,Kolkata_East
11/1/2013,Ruben  Nunez (909),     Nestle Rowntree Fruit Pastil,100%,222.00000000,222,Ahmedabad_West
11/1/2013,Christina  Fuller (289),  Nestle Milky Bar Stick,100%,357.00000000,357,Nagpur_West
11/1/2013,Beth  Tucker (192),    Nestle Rowntree Fruit Pastil,300%,408.00000000,1224,Pune_West
11/1/2013,Paulette  Spencer (103), Nestle Rowntree Screamers,100%,225.00000000,225,Hyderabad_South
11/1/2013,Ruben  Nunez (504), Nestle Kit Kat Cone,200%,354.00000000,708,Ahmedabad_West
11/1/2013,Rachel  Gomez (259),     Nestle Maxibon Cookie,200%,354.00000000,708,Delhi_North
11/1/2013,Christina  Fuller (506), Nestle Milky Bar Stick,200%,458.00000000,916,Nagpur_West
11/1/2013,Colleen  Warren (224),     Nestle Milky Bar Stick,300%,404.00000000,1212,Ahmedabad_West
11/1/2013,Colleen  Warren (190),       Nestle Smarties Pop-Up,300%,301.00000000,903,Ahmedabad_West
11/1/2013,Cindy  Becker (322),   Nestle Aero Mint Potz,200%,378.00000000,756,Bangalore_South
11/1/2013,Tracy  Reed (244),        Nestle Rolo Potz,400%,422.00000000,1688,Agra_North
11/1/2013,Joey  Wong (904),      Nestle Smarties Pop-Up,200%,368.00000000,736,Goa_West
11/1/2013,Ben  Perez (860),        Nestle Toffee Crumble,400%,143.00000000,572,Goa_West
11/1/2013,Carla  Mccormick (990),  Nestle Toffee Crumble,300%,473.00000000,1419,Varanasi_North
11/1/2013,Kyle  Carr (604),    Nestle Rowntree Fruit Pastil,200%,298.00000000,596,Delhi_North
11/1/2013,Joey  Wong (984),     Nestle Aero Mint Potz,200%,167.00000000,334,Goa_West
11/1/2013,Della  Jensen (366),    Nestle Rolo Potz,300%,406.00000000,1218,Patna_East
11/1/2013,Arturo  Francis (136), Nestle Kit Kat Cone,200%,449.00000000,898,Ranchi_East
11/1/2013,Paulette  Spencer (277),        Nestle Aero Mint Potz,200%,280.00000000,560,Hyderabad_South
11/1/2013,Allan  Ramos (134),       Nestle Milky Bar Stick,100%,226.00000000,226,Jodhpur_North
11/1/2013,Salvador  Bass (817),   Nestle Smarties Pop-Up,1600%,484.00000000,7744,Goa_West
11/1/2013,Trevor  Jones (625), Nestle Rowntree Fruit Pastil,300%,190.00000000,570,Pune_West
11/1/2013,Cindy  Becker (789),      Nestle Fab,200%,355.00000000,710,Bangalore_South
11/1/2013,Edwin  Malone (504),   Nestle Rolo Potz,200%,139.00000000,278,Kolkata_East
11/1/2013,Jenny  Garcia (706),   Nestle Toffee Crumble,300%,381.00000000,1143,Shimla_North
11/1/2013,Lorraine  Gibson (955),   Nestle Rowntree Fruit Pastil,100%,198.00000000,198,Kolkata_East
11/1/2013,Dan  Peterson (669),   Nestle Kit Kat Cone,200%,394.00000000,788,Shimla_North
11/1/2013,Salvador  Bass (394),     Nestle Toffee Crumble,300%,124.00000000,372,Goa_West
11/1/2013,Paulette  Spencer (801), Nestle Rowntree Fruit Pastil,200%,227.00000000,454,Hyderabad_South
11/1/2013,Max  Rodgers (577),       Nestle Fab,100%,460.00000000,460,Nagpur_West
11/1/2013,Patty  Thompson (796),  Nestle Nobbly Bobbly,100%,159.00000000,159,Mumbai_West
