date,sales_rep,product,units,price,total_sales,city
7/17/2013,Fernando  Rowe ,   Nestle Fab,1,500,500,Ahmedabad
7/18/2013,Marion  Glover ,        Nestle Smarties Pop-Up,2,353,706,Durgapur
7/19/2013,Della  Jensen ,       Nestle Milky Bar Stick,3,363,1089,Patna
7/19/2013,Drew  Rogers ,       Nestle Rolo Potz,3,462,1386,Delhi
7/19/2013,Marian  Hill ,       Nestle Rowntree Screamers,1,130,130,Trivandrum
7/20/2013,Herman  Williams ,      Nestle Rolo Potz,16,411,6576,Darjeeling
7/20/2013,Jaime  Pearson ,  Nestle Fab,2,304,608,Jodhpur
7/21/2013,Marion  Glover ,     Nestle Milky Bar Stick,3,112,336,Durgapur
7/21/2013,Robert  Munoz ,      Nestle Smarties Pop-Up,3,389,1167,Delhi
7/21/2013,Lee  Mack ,   Nestle Milky Bar Stick,18,320,5760,Delhi
7/21/2013,Dan  Peterson ,     Nestle Smarties Pop-Up,2,405,810,Shimla
7/21/2013,Arturo  Francis ,  Nestle Toffee Crumble,2,243,486,Ranchi
7/21/2013,Herman  Williams ,      Nestle Kit Kat Cone,1,218,218,Darjeeling
7/22/2013,Patty  Thompson ,     Nestle Milky Bar Stick,2,150,300,Mumbai
7/22/2013,Lee  Mack ,        Nestle Maxibon Cookie,4,273,1092,Delhi
7/22/2013,Tracy  Reed , Nestle Smarties Pop-Up,3,181,543,Agra
7/22/2013,Shari  Silva ,    Nestle Nobbly Bobbly,2,155,310,Mysore
7/23/2013,Robert  Munoz ,        Nestle Maxibon Cookie,3,202,606,Delhi
7/23/2013,Kyle  Carr ,    Nestle Smarties Pop-Up,3,138,414,Delhi
7/23/2013,Carla  Mccormick ,       Nestle Rolo Potz,2,218,436,Varanasi
7/23/2013,Salvador  Bass ,       Nestle Maxibon Cookie,1,336,336,Goa
7/23/2013,Edwin  Malone ,       Nestle Smarties Pop-Up,2,326,652,Kolkata
7/23/2013,Christy  Olson , Nestle Toffee Crumble,1,440,440,Surat
7/24/2013,Lula  Daniels ,    Nestle Smarties Pop-Up,3,339,1017,Nainital
7/24/2013,Don  Gonzales ,  Nestle Milky Bar Stick,2,359,718,Mysore
7/24/2013,Dan  Peterson ,        Nestle Smarties Pop-Up,1,381,381,Shimla
7/24/2013,Rachel  Gomez ,       Nestle Aero Mint Potz,4,326,1304,Delhi
7/25/2013,Willie  Vega ,      Nestle Toffee Crumble,2,142,284,Delhi
7/25/2013,Colleen  Warren ,      Nestle Rowntree Fruit Pastil,6,402,2412,Ahmedabad
7/25/2013,Charlie  Wood ,   Nestle Toffee Crumble,2,133,266,Agra
7/26/2013,Isabel  Cross ,        Nestle Milky Bar Stick,2,302,604,Ranchi
7/26/2013,Shari  Silva ,  Nestle Rolo Potz,2,191,382,Mysore
7/26/2013,Eric  Rose ,        Nestle Toffee Crumble,2,308,616,Mumbai
7/26/2013,Della  Jensen ,      Nestle Rowntree Fruit Pastil,2,483,966,Patna
7/27/2013,Eddie  Green ,        Nestle Smarties Pop-Up,2,450,900,Durgapur
7/28/2013,Joey  Wong , Nestle Rowntree Fruit Pastil,3,496,1488,Goa
7/28/2013,Ernest  Davis ,     Nestle Rolo Potz,2,125,250,Mumbai
7/28/2013,Bobbie  Ryan ,  Nestle Milky Bar Stick,1,273,273,Darjeeling
7/29/2013,Herman  Williams ,      Nestle Fab,8,433,3464,Darjeeling
7/29/2013,Drew  Rogers ,     Nestle Aero Mint Potz,3,307,921,Delhi
7/29/2013,Elbert  Klein ,      Nestle Maxibon Cookie,3,406,1218,Cochin
7/30/2013,Max  Rodgers ,        Nestle Smarties Pop-Up,2,161,322,Nagpur
7/30/2013,Trevor  Jones ,    Nestle Smarties Pop-Up,4,398,1592,Pune
7/30/2013,Salvador  Bass ,        Nestle Milky Bar Stick,3,433,1299,Goa
7/30/2013,Ivan  Adkins ,  Nestle Aero Mint Potz,2,442,884,Mumbai
7/30/2013,Kyle  Carr ,       Nestle Smarties Pop-Up,3,352,1056,Delhi
7/30/2013,Della  Jensen , Nestle Smarties Pop-Up,4,456,1824,Patna
7/31/2013,Eric  Rose ,   Nestle Rowntree Screamers,1,164,164,Mumbai
7/31/2013,Elvira  Bowman ,       Nestle Rowntree Fruit Pastil,3,384,1152,Srinagar
7/31/2013,Ellen  Weaver ,      Nestle Smarties Pop-Up,6,500,3000,Hyderabad
8/1/2013,Rachel  Gomez , Nestle Fab,2,283,566,Delhi
8/1/2013,Cassandra  Franklin ,     Nestle Rolo Potz,1,158,158,Delhi
8/1/2013,Tracy  Reed ,  Nestle Smarties Pop-Up,3,383,1149,Agra
8/1/2013,Max  Rodgers ,    Nestle Maxibon Cookie,3,468,1404,Nagpur
8/1/2013,Austin  Reynolds ,       Nestle Smarties Pop-Up,13,399,5187,Kolkata
8/1/2013,Salvador  Bass ,        Nestle Smarties Pop-Up,3,401,1203,Goa
8/1/2013,Rachel  Gomez ,     Nestle Aero Mint Potz,2,195,390,Delhi
8/1/2013,Della  Jensen ,        Nestle Rolo Potz,3,302,906,Patna
8/2/2013,Jenny  Garcia ,     Nestle Milky Bar Stick,2,329,658,Shimla
8/2/2013,Drew  Rogers ,        Nestle Rowntree Fruit Pastil,2,382,764,Delhi
8/2/2013,Herman  Williams ,       Nestle Toffee Crumble,3,360,1080,Darjeeling
8/2/2013,Lula  Daniels ,        Nestle Smarties Pop-Up,1,347,347,Nainital
8/3/2013,Edwin  Malone ,   Nestle Rowntree Fruit Pastil,1,197,197,Kolkata
8/3/2013,Blake  Bridges ,  Nestle Smarties Pop-Up,3,121,363,Cochin
8/3/2013,Della  Jensen ,     Nestle Aero Mint Potz,1,467,467,Patna
8/3/2013,Herman  Williams ,      Nestle Rowntree Fruit Pastil,4,285,1140,Darjeeling
8/3/2013,Rachel  Gomez ,  Nestle Fab,18,282,5076,Delhi
8/4/2013,Sylvester  Morales , Nestle Fab,2,401,802,Mumbai
8/4/2013,Trevor  Jones , Nestle Kit Kat Cone,2,160,320,Pune
8/4/2013,Marion  Glover ,  Nestle Smarties Pop-Up,3,290,870,Durgapur
8/4/2013,Sandra  Floyd ,      Nestle Nobbly Bobbly,3,158,474,Nainital
8/4/2013,Shari  Silva ,      Nestle Fab,2,270,540,Mysore
8/4/2013,Rachel  Gomez ,  Nestle Aero Mint Potz,2,384,768,Delhi
8/5/2013,Cassandra  Franklin ,        Nestle Toffee Crumble,1,147,147,Delhi
8/5/2013,Cindy  Becker ,       Nestle Kit Kat Cone,2,268,536,Bangalore
8/5/2013,Max  Rodgers ,        Nestle Rolo Potz,2,412,824,Nagpur
8/6/2013,Sandra  Floyd ,        Nestle Milky Bar Stick,4,256,1024,Nainital
8/6/2013,Bernadette  Page ,        Nestle Nobbly Bobbly,2,268,536,Delhi
8/6/2013,Brooke  Horton ,      Nestle Rolo Potz,3,384,1152,Nainital
8/6/2013,Brooke  Horton ,  Nestle Aero Mint Potz,1,263,263,Nainital
8/6/2013,Max  Rodgers ,    Nestle Fab,2,468,936,Nagpur
8/6/2013,Pauline  Beck ,    Nestle Kit Kat Cone,1,374,374,Pune
8/7/2013,Allan  Ramos ,  Nestle Kit Kat Cone,2,162,324,Jodhpur
8/7/2013,Herman  Williams ,  Nestle Rowntree Screamers,2,382,764,Darjeeling
8/7/2013,Salvador  Bass , Nestle Fab,2,357,714,Goa
8/7/2013,Della  Jensen , Nestle Rowntree Fruit Pastil,3,372,1116,Patna
8/7/2013,Eric  Rose ,       Nestle Toffee Crumble,2,357,714,Mumbai
8/7/2013,Mable  Lindsey ,     Nestle Milky Bar Stick,2,310,620,Ahmedabad
8/7/2013,Tracy  Reed ,  Nestle Aero Mint Potz,1,355,355,Agra
8/8/2013,Shari  Silva ,    Nestle Kit Kat Cone,3,386,1158,Mysore
8/8/2013,Marion  Glover ,   Nestle Maxibon Cookie,3,253,759,Durgapur
8/9/2013,Max  Rodgers ,  Nestle Milky Bar Stick,3,360,1080,Nagpur
8/9/2013,Sonya  Mullins ,    Nestle Aero Mint Potz,2,466,932,Kolkata
8/9/2013,Drew  Rogers ,    Nestle Aero Mint Potz,2,454,908,Delhi
8/10/2013,Rachel  Gomez ,  Nestle Toffee Crumble,3,374,1122,Delhi
8/10/2013,Lula  Daniels ,      Nestle Smarties Pop-Up,1,137,137,Nainital
8/10/2013,Della  Jensen ,        Nestle Smarties Pop-Up,3,191,573,Patna
8/10/2013,Beth  Tucker ,      Nestle Fab,2,381,762,Pune
8/11/2013,Andrew  Meyer , Nestle Rowntree Screamers,2,151,302,Mumbai
8/11/2013,Allan  Ramos ,    Nestle Maxibon Cookie,2,105,210,Jodhpur
8/11/2013,Isabel  Cross ,      Nestle Aero Mint Potz,2,302,604,Ranchi
8/12/2013,Robert  Munoz ,      Nestle Maxibon Cookie,3,464,1392,Delhi
8/12/2013,Shari  Silva , Nestle Nobbly Bobbly,8,105,840,Mysore
8/13/2013,Robert  Munoz ,       Nestle Smarties Pop-Up,2,486,972,Delhi
8/14/2013,Jaime  Pearson ,      Nestle Kit Kat Cone,2,371,742,Jodhpur
8/14/2013,Ellen  Weaver ,        Nestle Smarties Pop-Up,3,271,813,Hyderabad
8/15/2013,Salvador  Bass ,     Nestle Toffee Crumble,2,337,674,Goa
8/15/2013,Andrew  Meyer , Nestle Maxibon Cookie,1,322,322,Mumbai
8/15/2013,Shari  Silva , Nestle Milky Bar Stick,3,329,987,Mysore
8/16/2013,Dan  Peterson ,        Nestle Milky Bar Stick,3,427,1281,Shimla
8/16/2013,Ruben  Nunez ,      Nestle Smarties Pop-Up,2,489,978,Ahmedabad
8/16/2013,Andrew  Meyer , Nestle Fab,2,210,420,Mumbai
8/17/2013,Ben  Perez ,       Nestle Smarties Pop-Up,2,204,408,Goa
8/17/2013,Drew  Rogers , Nestle Rowntree Fruit Pastil,3,106,318,Delhi
8/17/2013,Della  Jensen , Nestle Toffee Crumble,5,232,1160,Patna
8/18/2013,Rachel  Gomez , Nestle Maxibon Cookie,1,186,186,Delhi
8/18/2013,Elvira  Bowman ,      Nestle Aero Mint Potz,1,376,376,Srinagar
8/18/2013,Elaine  Ellis ,     Nestle Kit Kat Cone,7,119,833,Hyderabad
8/18/2013,Della  Jensen ,       Nestle Toffee Crumble,6,182,1092,Patna
8/18/2013,Bernadette  Page ,       Nestle Smarties Pop-Up,1,218,218,Delhi
8/19/2013,Marion  Glover ,   Nestle Rolo Potz,2,138,276,Durgapur
8/19/2013,Rachel  Gomez ,   Nestle Rowntree Fruit Pastil,2,228,456,Delhi
8/20/2013,Robert  Munoz ,       Nestle Milky Bar Stick,1,328,328,Delhi
8/20/2013,Herman  Williams ,       Nestle Rowntree Fruit Pastil,3,345,1035,Darjeeling
8/20/2013,Elbert  Klein ,        Nestle Maxibon Cookie,3,318,954,Cochin
8/21/2013,Max  Rodgers ,        Nestle Maxibon Cookie,2,481,962,Nagpur
8/21/2013,Joey  Wong ,        Nestle Aero Mint Potz,2,200,400,Goa
8/21/2013,Peter  Hodges ,     Nestle Milky Bar Stick,2,460,920,Shimla
8/21/2013,Brooke  Horton , Nestle Aero Mint Potz,24,390,9360,Nainital
8/22/2013,Iris  Underwood ,  Nestle Toffee Crumble,2,320,640,Pune
8/22/2013,Andrew  Meyer , Nestle Rolo Potz,2,499,998,Mumbai
8/22/2013,Cecilia  Manning ,    Nestle Smarties Pop-Up,3,135,405,Trivandrum
8/22/2013,Pauline  Beck , Nestle Kit Kat Cone,4,140,560,Pune
8/23/2013,Drew  Rogers ,  Nestle Aero Mint Potz,2,398,796,Delhi
8/23/2013,Cassandra  Franklin ,      Nestle Milky Bar Stick,1,305,305,Delhi
8/23/2013,Rachel  Gomez , Nestle Fab,1,359,359,Delhi
8/23/2013,Dan  Peterson ,     Nestle Toffee Crumble,4,110,440,Shimla
8/24/2013,Woodrow  Colon ,    Nestle Milky Bar Stick,1,137,137,Cochin
8/24/2013,Joey  Wong ,  Nestle Smarties Pop-Up,2,346,692,Goa
8/24/2013,Christina  Fuller ,     Nestle Rowntree Fruit Pastil,21,240,5040,Nagpur
8/25/2013,Donna  Reid ,      Nestle Fab,3,336,1008,Goa
8/25/2013,Della  Jensen ,        Nestle Toffee Crumble,1,480,480,Patna
8/25/2013,Donna  Reid ,  Nestle Rolo Potz,2,205,410,Goa
8/25/2013,Edwin  Malone ,     Nestle Rolo Potz,2,176,352,Kolkata
8/25/2013,Tiffany  May ,        Nestle Aero Mint Potz,1,302,302,Agra
8/25/2013,Drew  Rogers , Nestle Aero Mint Potz,2,142,284,Delhi
8/25/2013,Willie  Vega ,  Nestle Fab,1,390,390,Delhi
8/26/2013,Isabel  Cross ,       Nestle Aero Mint Potz,2,209,418,Ranchi
8/26/2013,Sandra  Floyd ,   Nestle Toffee Crumble,3,389,1167,Nainital
8/26/2013,Lula  Daniels ,  Nestle Aero Mint Potz,1,212,212,Nainital
8/26/2013,Elbert  Klein ,  Nestle Milky Bar Stick,2,231,462,Cochin
8/26/2013,Andrew  Meyer , Nestle Smarties Pop-Up,4,269,1076,Mumbai
8/27/2013,Eddie  Green ,        Nestle Milky Bar Stick,1,316,316,Durgapur
8/27/2013,Ben  Perez ,   Nestle Rolo Potz,3,285,855,Goa
8/28/2013,Drew  Rogers ,    Nestle Smarties Pop-Up,3,438,1314,Delhi
8/28/2013,Ben  Perez ,    Nestle Smarties Pop-Up,3,384,1152,Goa
8/28/2013,Lynette  Brewer ,       Nestle Fab,3,420,1260,Varanasi
8/28/2013,Bernadette  Page ,       Nestle Smarties Pop-Up,3,219,657,Delhi
8/28/2013,Max  Rodgers ,        Nestle Smarties Pop-Up,3,151,453,Nagpur
8/28/2013,Christy  Olson ,       Nestle Toffee Crumble,1,291,291,Surat
8/28/2013,Della  Jensen ,       Nestle Smarties Pop-Up,2,454,908,Patna
8/28/2013,Cindy  Becker ,    Nestle Aero Mint Potz,1,172,172,Bangalore
8/29/2013,Blake  Bridges ,      Nestle Milky Bar Stick,2,242,484,Cochin
8/29/2013,Max  Rodgers ,       Nestle Aero Mint Potz,3,224,672,Nagpur
8/29/2013,Edwin  Malone ,     Nestle Milky Bar Stick,15,247,3705,Kolkata
8/30/2013,Nellie  Joseph ,    Nestle Milky Bar Stick,4,103,412,Patna
8/30/2013,Fernando  Rowe ,     Nestle Rowntree Fruit Pastil,11,335,3685,Ahmedabad
8/30/2013,Cindy  Becker ,        Nestle Rowntree Fruit Pastil,3,224,672,Bangalore
8/31/2013,Christy  Olson ,  Nestle Toffee Crumble,2,310,620,Surat
8/31/2013,Peter  Hodges ,  Nestle Milky Bar Stick,11,269,2959,Shimla
8/31/2013,Cecilia  Manning , Nestle Smarties Pop-Up,1,477,477,Trivandrum
8/31/2013,Bobbie  Ryan ,        Nestle Toffee Crumble,3,252,756,Darjeeling
8/31/2013,Salvador  Bass ,  Nestle Kit Kat Cone,4,493,1972,Goa
9/1/2013,Trevor  Jones ,    Nestle Milky Bar Stick,24,466,11184,Pune
9/1/2013,Lorraine  Gibson , Nestle Smarties Pop-Up,4,179,716,Kolkata
9/1/2013,Isabel  Cross ,     Nestle Smarties Pop-Up,3,117,351,Ranchi
9/1/2013,Cindy  Becker ,      Nestle Rowntree Fruit Pastil,2,478,956,Bangalore
9/1/2013,Christina  Fuller ,        Nestle Smarties Pop-Up,1,467,467,Nagpur
9/2/2013,Trevor  Jones , Nestle Aero Mint Potz,2,186,372,Pune
9/2/2013,Brooke  Horton ,   Nestle Rolo Potz,1,145,145,Nainital
9/4/2013,Colleen  Warren ,      Nestle Smarties Pop-Up,1,338,338,Ahmedabad
9/4/2013,Christy  Olson ,       Nestle Maxibon Cookie,2,394,788,Surat
9/4/2013,Tracy  Reed ,        Nestle Aero Mint Potz,1,390,390,Agra
9/4/2013,Austin  Reynolds ,    Nestle Kit Kat Cone,2,330,660,Kolkata
9/5/2013,Iris  Underwood ,   Nestle Milky Bar Stick,4,111,444,Pune
9/5/2013,Kyle  Carr ,     Nestle Maxibon Cookie,2,484,968,Delhi
9/5/2013,Jenny  Garcia ,     Nestle Toffee Crumble,2,205,410,Shimla
9/6/2013,Felicia  Jennings ,   Nestle Maxibon Cookie,2,490,980,Pune
9/6/2013,Jenny  Garcia ,  Nestle Maxibon Cookie,1,416,416,Shimla
9/6/2013,Kyle  Carr ,  Nestle Maxibon Cookie,2,424,848,Delhi
9/6/2013,Don  Gonzales ,    Nestle Aero Mint Potz,3,154,462,Mysore
9/6/2013,Cecilia  Manning ,    Nestle Rolo Potz,3,102,306,Trivandrum
9/7/2013,Shari  Silva ,      Nestle Rowntree Fruit Pastil,22,138,3036,Mysore
9/7/2013,Elvira  Bowman , Nestle Rowntree Fruit Pastil,1,376,376,Srinagar
9/8/2013,Salvador  Bass ,       Nestle Milky Bar Stick,1,281,281,Goa
9/8/2013,Austin  Reynolds ,  Nestle Milky Bar Stick,1,254,254,Kolkata
9/8/2013,Brooke  Horton ,        Nestle Rowntree Fruit Pastil,2,416,832,Nainital
9/9/2013,Trevor  Jones ,       Nestle Kit Kat Cone,5,431,2155,Pune
9/9/2013,Cecilia  Manning ,       Nestle Milky Bar Stick,3,432,1296,Trivandrum
9/9/2013,Cassandra  Franklin ,    Nestle Rowntree Screamers,1,241,241,Delhi
9/9/2013,Kyle  Carr , Nestle Aero Mint Potz,3,101,303,Delhi
9/9/2013,Billie  Chandler ,      Nestle Rowntree Fruit Pastil,1,364,364,Surat
9/9/2013,Willie  Vega , Nestle Kit Kat Cone,19,139,2641,Delhi
9/9/2013,Guillermo  Potter ,        Nestle Smarties Pop-Up,3,487,1461,Nainital
9/10/2013,Christina  Fuller ,        Nestle Kit Kat Cone,2,203,406,Nagpur
9/10/2013,Marion  Glover ,  Nestle Toffee Crumble,4,338,1352,Durgapur
9/10/2013,Iris  Underwood ,      Nestle Smarties Pop-Up,2,372,744,Pune
9/11/2013,Blake  Bridges ,   Nestle Milky Bar Stick,2,268,536,Cochin
9/11/2013,Don  Gonzales ,   Nestle Fab,2,344,688,Mysore
9/12/2013,Sonya  Mullins ,  Nestle Toffee Crumble,1,136,136,Kolkata
9/12/2013,Drew  Rogers ,  Nestle Toffee Crumble,3,476,1428,Delhi
9/12/2013,Jenny  Garcia , Nestle Smarties Pop-Up,12,499,5988,Shimla
9/12/2013,Herman  Williams ,        Nestle Fab,3,248,744,Darjeeling
9/12/2013,Max  Rodgers ,  Nestle Milky Bar Stick,3,399,1197,Nagpur
9/12/2013,Charlie  Wood ,      Nestle Aero Mint Potz,8,432,3456,Agra
9/12/2013,Joey  Wong ,  Nestle Milky Bar Stick,2,378,756,Goa
9/12/2013,Cecilia  Manning ,   Nestle Toffee Crumble,3,364,1092,Trivandrum
9/13/2013,Donna  Reid , Nestle Smarties Pop-Up,2,399,798,Goa
9/13/2013,Lorraine  Gibson ,     Nestle Aero Mint Potz,14,170,2380,Kolkata
9/13/2013,Della  Jensen ,     Nestle Rowntree Fruit Pastil,3,313,939,Patna
9/13/2013,Edwin  Malone ,      Nestle Fab,2,311,622,Kolkata
9/13/2013,Fernando  Rowe ,     Nestle Kit Kat Cone,1,265,265,Ahmedabad
9/13/2013,Max  Rodgers ,       Nestle Nobbly Bobbly,2,237,474,Nagpur
9/14/2013,Cindy  Becker , Nestle Kit Kat Cone,1,159,159,Bangalore
9/14/2013,Salvador  Bass ,  Nestle Smarties Pop-Up,2,453,906,Goa
9/14/2013,Don  Gonzales ,       Nestle Milky Bar Stick,6,383,2298,Mysore
9/14/2013,Sandra  Floyd ,       Nestle Toffee Crumble,1,368,368,Nainital
9/15/2013,Ruben  Nunez ,   Nestle Fab,11,455,5005,Ahmedabad
9/15/2013,Max  Rodgers ,        Nestle Milky Bar Stick,1,341,341,Nagpur
9/16/2013,Colleen  Warren ,      Nestle Kit Kat Cone,3,409,1227,Ahmedabad
9/16/2013,Bobbie  Ryan ,    Nestle Toffee Crumble,2,314,628,Darjeeling
9/16/2013,Shari  Silva ,     Nestle Milky Bar Stick,2,103,206,Mysore
9/17/2013,Lorraine  Gibson ,  Nestle Milky Bar Stick,2,415,830,Kolkata
9/17/2013,Marion  Glover ,        Nestle Rowntree Fruit Pastil,3,350,1050,Durgapur
9/17/2013,Ruben  Nunez ,    Nestle Toffee Crumble,1,387,387,Ahmedabad
9/17/2013,Bobbie  Ryan ,     Nestle Milky Bar Stick,2,368,736,Darjeeling
9/17/2013,Robert  Munoz , Nestle Milky Bar Stick,21,352,7392,Delhi
9/17/2013,Tracy  Reed ,        Nestle Nobbly Bobbly,1,126,126,Agra
9/18/2013,Kyle  Carr ,     Nestle Maxibon Cookie,20,188,3760,Delhi
9/18/2013,Drew  Rogers ,        Nestle Aero Mint Potz,2,354,708,Delhi
9/18/2013,Felicia  Jennings ,       Nestle Aero Mint Potz,2,322,644,Pune
9/19/2013,Bernadette  Page ,      Nestle Rowntree Fruit Pastil,1,445,445,Delhi
9/19/2013,Sandra  Floyd (1000),       Nestle Fab,3,301,903,Nainital
9/19/2013,Marian  Hill , Nestle Smarties Pop-Up,24,342,8208,Trivandrum
9/19/2013,Della  Jensen ,      Nestle Rolo Potz,1,219,219,Patna
9/19/2013,Bernadette  Page ,     Nestle Fab,2,463,926,Delhi
9/19/2013,Donna  Reid ,  Nestle Rowntree Fruit Pastil,2,323,646,Goa
9/19/2013,Carla  Mccormick ,  Nestle Aero Mint Potz,12,218,2616,Varanasi
9/20/2013,Arturo  Francis ,     Nestle Maxibon Cookie,1,304,304,Ranchi
9/20/2013,Rachel  Gomez ,  Nestle Toffee Crumble,2,322,644,Delhi
9/21/2013,Shari  Silva ,  Nestle Rolo Potz,2,150,300,Mysore
9/21/2013,Cassandra  Franklin ,       Nestle Aero Mint Potz,3,133,399,Delhi
9/21/2013,Paulette  Spencer ,  Nestle Fab,2,229,458,Hyderabad
9/21/2013,Ernest  Davis ,   Nestle Maxibon Cookie,2,412,824,Mumbai
9/21/2013,Tiffany  May ,   Nestle Toffee Crumble,3,217,651,Agra
9/21/2013,Salvador  Bass ,  Nestle Smarties Pop-Up,1,162,162,Goa
9/22/2013,Isabel  Cross ,     Nestle Rowntree Screamers,1,428,428,Ranchi
9/23/2013,Robert  Munoz ,   Nestle Toffee Crumble,1,454,454,Delhi
9/23/2013,Robert  Munoz ,        Nestle Aero Mint Potz,1,388,388,Delhi
9/23/2013,Mable  Lindsey , Nestle Rowntree Fruit Pastil,1,216,216,Ahmedabad
9/24/2013,Lynette  Brewer ,       Nestle Fab,1,335,335,Varanasi
9/25/2013,Lorraine  Gibson ,      Nestle Maxibon Cookie,3,271,813,Kolkata
9/25/2013,Christy  Olson ,   Nestle Aero Mint Potz,3,113,339,Surat
9/25/2013,Herman  Williams ,     Nestle Kit Kat Cone,18,252,4536,Darjeeling
9/25/2013,Charlie  Wood ,        Nestle Smarties Pop-Up,2,193,386,Agra
9/25/2013,Charlie  Wood ,    Nestle Maxibon Cookie,2,298,596,Agra
9/25/2013,Marian  Hill ,        Nestle Rowntree Screamers,2,426,852,Trivandrum
9/26/2013,Arturo  Francis ,  Nestle Milky Bar Stick,1,423,423,Ranchi
9/26/2013,Donna  Reid , Nestle Rowntree Screamers,1,362,362,Goa
9/26/2013,Trevor  Jones ,      Nestle Fab,1,211,211,Pune
9/26/2013,Lula  Daniels ,    Nestle Smarties Pop-Up,3,465,1395,Nainital
9/27/2013,Isabel  Cross ,     Nestle Smarties Pop-Up,1,453,453,Ranchi
9/27/2013,Peter  Hodges ,      Nestle Milky Bar Stick,1,257,257,Shimla
9/27/2013,Felicia  Jennings ,   Nestle Smarties Pop-Up,2,384,768,Pune
9/28/2013,Cassandra  Franklin ,     Nestle Nobbly Bobbly,1,309,309,Delhi
9/28/2013,Lorraine  Gibson , Nestle Aero Mint Potz,3,262,786,Kolkata
9/28/2013,Shari  Silva ,      Nestle Milky Bar Stick,3,382,1146,Mysore
9/28/2013,Andrew  Meyer ,       Nestle Smarties Pop-Up,4,500,2000,Mumbai
9/28/2013,Andrew  Meyer ,        Nestle Smarties Pop-Up,1,393,393,Mumbai
9/28/2013,Herman  Williams ,   Nestle Milky Bar Stick,3,429,1287,Darjeeling
9/28/2013,Lula  Daniels ,      Nestle Smarties Pop-Up,3,318,954,Nainital
9/28/2013,Willie  Vega ,   Nestle Fab,2,224,448,Delhi
9/29/2013,Sylvester  Morales ,       Nestle Toffee Crumble,2,411,822,Mumbai
9/29/2013,Robert  Munoz ,   Nestle Maxibon Cookie,13,224,2912,Delhi
9/30/2013,Cecilia  Manning ,       Nestle Smarties Pop-Up,3,177,531,Trivandrum
9/30/2013,Shari  Silva ,   Nestle Smarties Pop-Up,2,153,306,Mysore
9/30/2013,Max  Rodgers ,        Nestle Fab,2,227,454,Nagpur
9/30/2013,Sylvester  Morales ,    Nestle Rowntree Fruit Pastil,2,483,966,Mumbai
9/30/2013,Peter  Hodges ,       Nestle Rolo Potz,3,118,354,Shimla
9/30/2013,Guillermo  Potter ,        Nestle Maxibon Cookie,3,453,1359,Nainital
10/1/2013,Bobbie  Ryan ,      Nestle Smarties Pop-Up,5,492,2460,Darjeeling
10/2/2013,Allan  Ramos ,      Nestle Rolo Potz,1,406,406,Jodhpur
10/2/2013,Robert  Munoz ,    Nestle Fab,2,122,244,Delhi
10/2/2013,Shari  Silva , Nestle Milky Bar Stick,2,133,266,Mysore
10/2/2013,Donna  Reid ,  Nestle Milky Bar Stick,22,483,10626,Goa
10/2/2013,Kyle  Carr ,  Nestle Toffee Crumble,2,437,874,Delhi
10/2/2013,Donna  Reid ,      Nestle Kit Kat Cone,1,394,394,Goa
10/3/2013,Cassandra  Franklin ,     Nestle Rowntree Fruit Pastil,2,134,268,Delhi
10/4/2013,Trevor  Jones , Nestle Smarties Pop-Up,3,110,330,Pune
10/5/2013,Christy  Olson ,      Nestle Rolo Potz,2,416,832,Surat
10/5/2013,Paulette  Spencer ,   Nestle Toffee Crumble,3,342,1026,Hyderabad
10/5/2013,Shari  Silva ,     Nestle Milky Bar Stick,15,262,3930,Mysore
10/5/2013,Elbert  Klein ,       Nestle Smarties Pop-Up,1,131,131,Cochin
10/5/2013,Iris  Underwood ,     Nestle Aero Mint Potz,2,420,840,Pune
10/6/2013,Andrew  Meyer ,     Nestle Aero Mint Potz,3,465,1395,Mumbai
10/6/2013,Kyle  Carr ,       Nestle Aero Mint Potz,1,219,219,Delhi
10/6/2013,Patty  Thompson ,       Nestle Maxibon Cookie,3,496,1488,Mumbai
10/6/2013,Bethany  Pena ,   Nestle Milky Bar Stick,2,460,920,Nagpur
10/6/2013,Carla  Mccormick ,   Nestle Milky Bar Stick,2,102,204,Varanasi
10/7/2013,Edwin  Malone ,       Nestle Smarties Pop-Up,3,272,816,Kolkata
10/7/2013,Ivan  Adkins ,       Nestle Rowntree Fruit Pastil,2,225,450,Mumbai
10/7/2013,Elaine  Ellis ,     Nestle Maxibon Cookie,1,457,457,Hyderabad
10/8/2013,Rachel  Gomez ,  Nestle Milky Bar Stick,1,476,476,Delhi
10/8/2013,Cindy  Becker ,       Nestle Milky Bar Stick,10,465,4650,Bangalore
10/8/2013,Bobbie  Ryan ,    Nestle Nobbly Bobbly,3,406,1218,Darjeeling
10/8/2013,Cassandra  Franklin ,   Nestle Milky Bar Stick,3,185,555,Delhi
10/8/2013,Fernando  Rowe ,   Nestle Milky Bar Stick,1,320,320,Ahmedabad
10/8/2013,Della  Jensen ,  Nestle Nobbly Bobbly,2,135,270,Patna
10/8/2013,Salvador  Bass ,      Nestle Toffee Crumble,1,314,314,Goa
10/8/2013,Charlie  Wood ,    Nestle Smarties Pop-Up,2,191,382,Agra
10/9/2013,Eddie  Green ,       Nestle Toffee Crumble,25,103,2575,Durgapur
10/9/2013,Rachel  Gomez ,       Nestle Fab,3,299,897,Delhi
